Target,Area,Number of cars involved,Day,Time of Day,Area Speed,Vertical Align,Road Surface,Moisture Cond,DayNight,CrashType,Crash involvement,Traffic control,Drug_and_Alcohol Involved
Minor,Country,2,Saturday,Day,90km/h or above,Level,Sealed,Dry,Daylight,Collision with Vehicle,Driver Rider,No Traffic Control,No
Minor,Country,2,Saturday,Day,90km/h or above,Level,Sealed,Dry,Daylight,Collision with Stationary Object,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Saturday,Afternoon,60km/h,Level,Sealed,Dry,Daylight,Collision with Vehicle,Driver Rider,Give Way Sign,No
Severe,Metropolitan,5,Saturday,Evening,50km/h,Level,Sealed,Dry,Night,Collision with Stationary Object,Driver Rider,No Traffic Control,Yes
Severe,Country,2,Saturday,Afternoon,80km/h,Level,Sealed,Dry,Night,Collision with Stationary Object,Driver Rider,No Traffic Control,Yes
Minor,Metropolitan,2,Saturday,Evening,60km/h,Level,Sealed,Wet,Night,Collision with Stationary Object,Driver Rider,No Traffic Control,No
Severe,City,2,Sunday,Night,40km/h or under,Level,Sealed,Dry,Night,Collision with Person/Animal,Pedestrian,No Traffic Control,Yes
Severe,Metropolitan,3,Sunday,Day,40km/h or under,Level,Sealed,Dry,Daylight,Collision with Person/Animal,Pedestrian,No Traffic Control,No
Minor,Metropolitan,2,Sunday,Day,60km/h,Level,Sealed,Dry,Daylight,Collision with Vehicle,Driver Rider,Give Way Sign,No
Minor,Metropolitan,2,Sunday,Day,60km/h,Level,Sealed,Wet,Daylight,Vehicle Control Loss,Driver Rider,Give Way Sign,No
Severe,Country,2,Sunday,Day,90km/h or above,Level,Sealed,Wet,Daylight,Collision with Stationary Object,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Saturday,Evening,40km/h or under,Level,Sealed,Dry,Night,Collision with Vehicle,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Sunday,Day,80km/h,Slope,Sealed,Wet,Daylight,Collision with Vehicle,Driver Rider,Give Way Sign,Yes
Minor,Metropolitan,2,Sunday,Afternoon,50km/h,Level,Sealed,Wet,Daylight,Collision with Person/Animal,Pedestrian,No Traffic Control,No
Minor,Metropolitan,3,Sunday,Evening,80km/h,Crest of Hill,Sealed,Wet,Night,Collision with Person/Animal,Animal,No Traffic Control,No
Minor,Metropolitan,2,Sunday,Evening,60km/h,Level,Sealed,Wet,Night,Vehicle Control Loss,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Monday,Morning,90km/h or above,Level,Sealed,Dry,Night,Collision with Person/Animal,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Sunday,Afternoon,80km/h,Slope,Sealed,Wet,Night,Collision with Stationary Object,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Monday,Day,60km/h,Level,Sealed,Dry,Daylight,Collision with Vehicle,Driver Rider,Traffic Signals,No
Minor,Metropolitan,2,Monday,Day,60km/h,Level,Sealed,Dry,Daylight,Collision with Vehicle,Driver Rider,Traffic Signals,No
Minor,Metropolitan,3,Monday,Day,60km/h,Level,Sealed,Dry,Daylight,Collision with Stationary Object,Driver Rider,Traffic Signals,No
Minor,Metropolitan,2,Monday,Day,60km/h,Level,Sealed,Dry,Daylight,Collision with Vehicle,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Monday,Afternoon,60km/h,Slope,Sealed,Dry,Daylight,Collision with Vehicle,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Monday,Day,70km/h,Level,Sealed,Dry,Daylight,Collision with Vehicle,Driver Rider,No Traffic Control,No
Severe,City,2,Monday,Afternoon,50km/h,Level,Sealed,Dry,Night,Collision with Vehicle,Driver Rider,Traffic Signals,No
Severe,Metropolitan,3,Monday,Evening,60km/h,Level,Sealed,Dry,Night,Collision with Stationary Object,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Monday,Evening,60km/h,Level,Sealed,Wet,Night,Collision with Vehicle,Driver Rider,No Traffic Control,No
Minor,Country,2,Tuesday,Night,90km/h or above,Level,Sealed,Dry,Night,Collision with Stationary Object,Driver Rider,No Traffic Control,Yes
Minor,Metropolitan,2,Tuesday,Night,50km/h,Level,Sealed,Dry,Night,Collision with Stationary Object,Driver Rider,No Traffic Control,No
Severe,Country,1,Monday,Night,90km/h or above,Level,Sealed,Dry,Night,Vehicle Control Loss,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Tuesday,Morning,60km/h,Level,Sealed,Dry,Daylight,Collision with Person/Animal,Pedestrian,No Traffic Control,No
Minor,Metropolitan,2,Wednesday,Day,50km/h,Level,Sealed,Dry,Daylight,Collision with Stationary Object,Driver Rider,No Traffic Control,No
Minor,Country,3,Tuesday,Day,50km/h,Level,Sealed,Dry,Daylight,Collision with Vehicle,Driver Rider,Traffic Signals,No
Severe,Country,1,Monday,Day,90km/h or above,Slope,Unsealed,Dry,Daylight,Vehicle Control Loss,Driver Rider,No Traffic Control,No
Severe,Country,2,Tuesday,Day,90km/h or above,Crest of Hill,Sealed,Dry,Daylight,Collision with Stationary Object,Driver Rider,No Traffic Control,Yes
Minor,Metropolitan,1,Monday,Evening,50km/h,Level,Sealed,Wet,Night,Vehicle Control Loss,Driver Rider,No Traffic Control,Yes
Minor,Metropolitan,2,Tuesday,Afternoon,60km/h,Level,Sealed,Wet,Night,Vehicle Control Loss,Driver Rider,Traffic Signals,No
Severe,City,2,Tuesday,Evening,50km/h,Level,Sealed,Wet,Night,Collision with Person/Animal,Pedestrian,Traffic Signals,No
Severe,City,2,Tuesday,Day,50km/h,Level,Sealed,Wet,Daylight,Collision with Person/Animal,Pedestrian,No Traffic Control,No
Minor,Metropolitan,2,Wednesday,Morning,60km/h,Level,Sealed,Dry,Daylight,Collision with Vehicle,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Wednesday,Day,90km/h or above,Level,Sealed,Dry,Daylight,Collision with Vehicle,Driver Rider,Stop Sign,Yes
Minor,Metropolitan,2,Wednesday,Day,50km/h,Level,Sealed,Dry,Daylight,Collision with Vehicle,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Tuesday,Day,50km/h,Level,Sealed,Wet,Daylight,Collision with Vehicle,Driver Rider,Give Way Sign,No
Minor,Metropolitan,2,Tuesday,Day,60km/h,Level,Sealed,Wet,Daylight,Collision with Vehicle,Driver Rider,Roundabout,No
Minor,Metropolitan,2,Wednesday,Day,60km/h,Level,Sealed,Dry,Daylight,Collision with Stationary Object,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Tuesday,Evening,50km/h,Level,Sealed,Wet,Night,Collision with Vehicle,Driver Rider,No Traffic Control,No
Severe,Country,2,Wednesday,Day,90km/h or above,Level,Sealed,Dry,Daylight,Collision with Stationary Object,Driver Rider,No Traffic Control,Yes
Minor,Country,2,Wednesday,Day,90km/h or above,Level,Sealed,Dry,Daylight,Collision with Stationary Object,Driver Rider,No Traffic Control,No
Minor,Metropolitan,3,Wednesday,Day,90km/h or above,Level,Sealed,Dry,Daylight,Collision with Vehicle,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Wednesday,Day,90km/h or above,Level,Unsealed,Dry,Daylight,Collision with Stationary Object,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Wednesday,Day,60km/h,Level,Sealed,Dry,Daylight,Collision with Vehicle,Driver Rider,No Traffic Control,No
Minor,Metropolitan,3,Wednesday,Afternoon,60km/h,Level,Sealed,Dry,Night,Collision with Vehicle,Driver Rider,No Traffic Control,No
Minor,Metropolitan,3,Wednesday,Afternoon,60km/h,Level,Sealed,Wet,Night,Vehicle Control Loss,Driver Rider,Traffic Signals,No
Severe,Metropolitan,2,Thursday,Evening,60km/h,Level,Sealed,Dry,Night,Collision with Vehicle,Driver Rider,No Traffic Control,No
Severe,Country,2,Wednesday,Afternoon,90km/h or above,Level,Sealed,Dry,Night,Collision with Vehicle,Driver Rider,Give Way Sign,No
Minor,Metropolitan,2,Thursday,Morning,50km/h,Level,Sealed,Dry,Daylight,Vehicle Control Loss,Driver Rider,Stop Sign,No
Minor,Metropolitan,2,Wednesday,Evening,80km/h,Level,Sealed,Dry,Night,Collision with Stationary Object,Driver Rider,No Traffic Control,No
Fatality,Metropolitan,2,Thursday,Day,50km/h,Level,Sealed,Dry,Daylight,Collision with Person/Animal,Driver Rider,Traffic Signals,No
Minor,City,3,Thursday,Afternoon,50km/h,Level,Sealed,Dry,Daylight,Vehicle Control Loss,Driver Rider,Traffic Signals,No
Minor,Metropolitan,2,Thursday,Afternoon,60km/h,Level,Sealed,Dry,Daylight,Vehicle Control Loss,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Thursday,Afternoon,50km/h,Slope,Sealed,Wet,Night,Collision with Stationary Object,Driver Rider,No Traffic Control,No
Fatality,Metropolitan,3,Thursday,Evening,70km/h,Level,Sealed,Wet,Night,Collision with Vehicle,Driver Rider,Give Way Sign,No
Minor,Metropolitan,2,Thursday,Day,60km/h,Level,Sealed,Wet,Daylight,Vehicle Control Loss,Driver Rider,Traffic Signals,No
Severe,City,2,Friday,Night,60km/h,Level,Sealed,Dry,Night,Collision with Person/Animal,Pedestrian,Traffic Signals,Yes
Severe,Metropolitan,1,Friday,Night,60km/h,Level,Sealed,Wet,Night,Vehicle Control Loss,Driver Rider,No Traffic Control,Yes
Minor,Metropolitan,2,Friday,Day,60km/h,Level,Sealed,Wet,Daylight,Vehicle Control Loss,Driver Rider,Traffic Signals,No
Minor,Metropolitan,3,Friday,Day,60km/h,Level,Sealed,Wet,Daylight,Collision with Vehicle,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Friday,Day,60km/h,Crest of Hill,Sealed,Wet,Daylight,Collision with Vehicle,Driver Rider,No Traffic Control,No
Severe,Metropolitan,2,Friday,Day,60km/h,Slope,Sealed,Wet,Daylight,Vehicle Control Loss,Driver Rider,Give Way Sign,No
Severe,Metropolitan,2,Friday,Day,50km/h,Level,Sealed,Wet,Daylight,Collision with Person/Animal,Driver Rider,No Traffic Control,Yes
Severe,Metropolitan,2,Friday,Afternoon,50km/h,Level,Sealed,Dry,Daylight,Collision with Stationary Object,Driver Rider,Roundabout,No
Minor,Metropolitan,2,Friday,Afternoon,60km/h,Slope,Sealed,Wet,Night,Collision with Vehicle,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Friday,Afternoon,70km/h,Level,Sealed,Wet,Night,Vehicle Control Loss,Driver Rider,Traffic Signals,No
Minor,Metropolitan,3,Friday,Afternoon,50km/h,Level,Sealed,Wet,Night,Collision with Vehicle,Driver Rider,Give Way Sign,No
Minor,City,2,Friday,Evening,50km/h,Level,Sealed,Wet,Night,Collision with Stationary Object,Driver Rider,No Traffic Control,No
Minor,City,2,Friday,Evening,50km/h,Level,Sealed,Wet,Night,Collision with Vehicle,Driver Rider,Traffic Signals,Yes
Minor,Metropolitan,2,Friday,Evening,80km/h,Bottom of Hill,Sealed,Dry,Night,Vehicle Control Loss,Driver Rider,Traffic Signals,No
Minor,Metropolitan,3,Friday,Evening,80km/h,Slope,Sealed,Wet,Night,Collision with Stationary Object,Driver Rider,No Traffic Control,No
Minor,City,2,Saturday,Day,60km/h,Level,Sealed,Dry,Daylight,Collision with Vehicle,Driver Rider,Traffic Signals,No
Minor,Metropolitan,2,Saturday,Day,60km/h,Level,Sealed,Wet,Daylight,Collision with Vehicle,Driver Rider,No Traffic Control,No
Minor,Metropolitan,3,Saturday,Day,80km/h,Level,Sealed,Dry,Daylight,Collision with Vehicle,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Friday,Day,60km/h,Slope,Sealed,Dry,Daylight,Collision with Vehicle,Driver Rider,Roundabout,No
Severe,Metropolitan,2,Friday,Evening,60km/h,Level,Sealed,Wet,Night,Collision with Stationary Object,Driver Rider,No Traffic Control,Yes
Minor,Metropolitan,2,Saturday,Afternoon,50km/h,Level,Sealed,Dry,Night,Collision with Stationary Object,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Saturday,Evening,60km/h,Level,Sealed,Wet,Night,Collision with Vehicle,Driver Rider,Traffic Signals,No
Severe,City,3,Sunday,Night,50km/h,Level,Sealed,Wet,Night,Other/Unknown,Pedestrian,Traffic Signals,No
Severe,Country,2,Sunday,Night,80km/h,Level,Unsealed,Dry,Night,Collision with Stationary Object,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Sunday,Day,50km/h,Level,Sealed,Dry,Daylight,Collision with Stationary Object,Driver Rider,No Traffic Control,No
Fatality,Country,2,Sunday,Evening,90km/h or above,Level,Sealed,Unknown,Night,Collision with Stationary Object,Driver Rider,No Traffic Control,Yes
Minor,Country,2,Monday,Morning,90km/h or above,Level,Unsealed,Wet,Daylight,Collision with Stationary Object,Driver Rider,No Traffic Control,No
Minor,Metropolitan,4,Monday,Day,50km/h,Level,Sealed,Dry,Daylight,Collision with Vehicle,Driver Rider,Give Way Sign,No
Minor,Metropolitan,2,Monday,Afternoon,50km/h,Level,Sealed,Dry,Daylight,Collision with Vehicle,Driver Rider,Give Way Sign,No
Minor,Metropolitan,2,Monday,Afternoon,60km/h,Level,Sealed,Dry,Night,Collision with Vehicle,Driver Rider,No Traffic Control,No
Severe,Metropolitan,2,Tuesday,Night,60km/h,Slope,Sealed,Dry,Night,Collision with Stationary Object,Driver Rider,No Traffic Control,Yes
Minor,Country,1,Tuesday,Morning,90km/h or above,Level,Sealed,Dry,Daylight,Vehicle Control Loss,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Tuesday,Day,60km/h,Level,Sealed,Dry,Daylight,Collision with Vehicle,Driver Rider,Roundabout,No
Minor,Metropolitan,2,Tuesday,Day,50km/h,Level,Sealed,Dry,Daylight,Collision with Vehicle,Driver Rider,Roundabout,No
Minor,Country,1,Monday,Day,40km/h or under,Other,Unsealed,Dry,Daylight,Vehicle Control Loss,Driver Rider,No Traffic Control,No
Severe,Country,2,Tuesday,Day,90km/h or above,Level,Sealed,Dry,Daylight,Collision with Stationary Object,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Monday,Afternoon,60km/h,Level,Sealed,Dry,Night,Collision with Vehicle,Driver Rider,Roundabout,No
Minor,Metropolitan,3,Tuesday,Day,60km/h,Level,Sealed,Dry,Daylight,Collision with Vehicle,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Tuesday,Afternoon,60km/h,Level,Sealed,Dry,Daylight,Collision with Vehicle,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Tuesday,Afternoon,60km/h,Level,Sealed,Dry,Night,Vehicle Control Loss,Driver Rider,Traffic Signals,No
Severe,Country,2,Wednesday,Night,90km/h or above,Level,Sealed,Dry,Night,Collision with Stationary Object,Driver Rider,No Traffic Control,No
Minor,Metropolitan,4,Wednesday,Day,60km/h,Slope,Sealed,Wet,Daylight,Collision with Vehicle,Driver Rider,Give Way Sign,No
Severe,Metropolitan,2,Wednesday,Day,60km/h,Level,Sealed,Wet,Daylight,Collision with Stationary Object,Driver Rider,Traffic Signals,No
Severe,Metropolitan,2,Wednesday,Afternoon,70km/h,Level,Sealed,Dry,Daylight,Vehicle Control Loss,Driver Rider,Traffic Signals,No
Minor,Metropolitan,2,Tuesday,Day,40km/h or under,Level,Sealed,Dry,Daylight,Collision with Person/Animal,Pedestrian,No Traffic Control,No
Minor,City,2,Wednesday,Evening,50km/h,Level,Sealed,Wet,Night,Collision with Person/Animal,Driver Rider,Traffic Signals,No
Minor,Metropolitan,2,Thursday,Day,60km/h,Level,Sealed,Dry,Daylight,Collision with Stationary Object,Driver Rider,Stop Sign,No
Minor,Metropolitan,2,Wednesday,Night,60km/h,Level,Sealed,Wet,Night,Collision with Vehicle,Driver Rider,No Traffic Control,No
Severe,Country,2,Thursday,Day,50km/h,Level,Sealed,Dry,Daylight,Collision with Stationary Object,Driver Rider,No Traffic Control,No
Minor,Country,2,Thursday,Day,90km/h or above,Level,Sealed,Wet,Daylight,Vehicle Control Loss,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Thursday,Day,40km/h or under,Level,Sealed,Dry,Daylight,Collision with Person/Animal,Pedestrian,No Traffic Control,No
Severe,Metropolitan,2,Thursday,Day,80km/h,Level,Sealed,Wet,Daylight,Collision with Vehicle,Driver Rider,No Traffic Control,No
Minor,Country,2,Thursday,Day,90km/h or above,Level,Sealed,Wet,Daylight,Collision with Vehicle,Driver Rider,Give Way Sign,No
Minor,Metropolitan,3,Thursday,Afternoon,60km/h,Level,Sealed,Dry,Daylight,Collision with Vehicle,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Thursday,Evening,60km/h,Level,Sealed,Wet,Night,Collision with Vehicle,Driver Rider,Stop Sign,No
Minor,Metropolitan,2,Thursday,Afternoon,50km/h,Level,Sealed,Wet,Night,Collision with Person/Animal,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Thursday,Evening,60km/h,Level,Sealed,Wet,Night,Collision with Stationary Object,Driver Rider,Traffic Signals,No
Minor,Country,2,Thursday,Evening,90km/h or above,Level,Sealed,Wet,Night,Collision with Stationary Object,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Friday,Morning,80km/h,Level,Sealed,Wet,Night,Collision with Vehicle,Driver Rider,Traffic Signals,No
Minor,Metropolitan,2,Friday,Morning,80km/h,Level,Sealed,Wet,Night,Vehicle Control Loss,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Friday,Day,60km/h,Level,Sealed,Wet,Daylight,Collision with Vehicle,Driver Rider,No Traffic Control,No
Minor,Metropolitan,3,Friday,Day,80km/h,Level,Sealed,Wet,Daylight,Collision with Vehicle,Driver Rider,No Traffic Control,No
Severe,Country,2,Friday,Day,90km/h or above,Slope,Sealed,Wet,Daylight,Vehicle Control Loss,Driver Rider,Give Way Sign,No
Minor,Metropolitan,2,Friday,Afternoon,60km/h,Level,Sealed,Wet,Daylight,Collision with Vehicle,Driver Rider,No Traffic Control,No
Minor,Metropolitan,3,Friday,Afternoon,50km/h,Level,Sealed,Dry,Daylight,Collision with Vehicle,Driver Rider,Stop Sign,No
Minor,Metropolitan,2,Friday,Day,60km/h,Level,Sealed,Wet,Daylight,Collision with Vehicle,Driver Rider,No Traffic Control,Yes
Severe,Country,3,Friday,Afternoon,90km/h or above,Slope,Sealed,Wet,Daylight,Collision with Person/Animal,Animal,No Traffic Control,Yes
Minor,Country,1,Friday,Afternoon,80km/h,Level,Unsealed,Wet,Daylight,Vehicle Control Loss,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Friday,Evening,60km/h,Level,Sealed,Wet,Night,Collision with Stationary Object,Driver Rider,No Traffic Control,Yes
Minor,Country,2,Friday,Night,90km/h or above,Level,Sealed,Wet,Night,Collision with Stationary Object,Driver Rider,No Traffic Control,Yes
Minor,Metropolitan,1,Saturday,Night,90km/h or above,Level,Sealed,Wet,Night,Vehicle Control Loss,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Saturday,Day,60km/h,Level,Sealed,Wet,Daylight,Collision with Vehicle,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Friday,Day,60km/h,Level,Sealed,Wet,Daylight,Collision with Vehicle,Driver Rider,Traffic Signals,No
Minor,Metropolitan,3,Saturday,Day,50km/h,Slope,Sealed,Dry,Daylight,Collision with Stationary Object,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Monday,Afternoon,50km/h,Level,Sealed,Dry,Night,Collision with Vehicle,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Saturday,Evening,60km/h,Level,Sealed,Dry,Night,Vehicle Control Loss,Driver Rider,Traffic Signals,No
Minor,City,2,Sunday,Morning,50km/h,Level,Sealed,Wet,Daylight,Collision with Vehicle,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Sunday,Day,50km/h,Level,Sealed,Wet,Daylight,Collision with Stationary Object,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Sunday,Day,60km/h,Level,Sealed,Dry,Daylight,Collision with Vehicle,Driver Rider,No Traffic Control,No
Minor,Country,2,Saturday,Afternoon,80km/h,Level,Sealed,Dry,Night,Collision with Stationary Object,Driver Rider,No Traffic Control,No
Minor,Country,2,Sunday,Day,90km/h or above,Bottom of Hill,Sealed,Wet,Daylight,Collision with Stationary Object,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Monday,Morning,60km/h,Level,Sealed,Dry,Night,Collision with Vehicle,Driver Rider,No Traffic Control,No
Minor,Country,3,Monday,Day,60km/h,Level,Sealed,Dry,Daylight,Collision with Stationary Object,Driver Rider,No Traffic Control,No
Minor,Metropolitan,3,Monday,Day,80km/h,Level,Sealed,Dry,Daylight,Collision with Vehicle,Driver Rider,Traffic Signals,No
Minor,Metropolitan,3,Monday,Day,60km/h,Slope,Sealed,Dry,Daylight,Collision with Vehicle,Driver Rider,No Traffic Control,No
Minor,Metropolitan,2,Monday,Day,60km/h,Level,Sealed,Dry,Daylight,Collision with Vehicle,Driver Rider,Roundabout,No
Minor,Metropolitan,2,Monday,Afternoon,60km/h,Slope,Sealed,Dry,Daylight,Collision with Vehicle,Driver Rider,No Traffic Control,No
Minor,Country,1,Saturday,Night,90km/h or above,Slope,Unsealed,Wet,Night,Vehicle Control Loss,Driver Rider,No Traffic Control,No
Minor,Country,1,Monday,Afternoon,90km/h or above,Slope,Sealed,Wet,Night,Vehicle Control Loss,Driver Rider,No Traffic Control,No
Severe,Metropolitan,2,Monday,Evening,60km/h,Level,Sealed,Wet,Night,Collision with Person/Animal,Pedestrian,No Traffic Control,No
Minor,Metropolitan,3,Monday,Evening,60km/h,Level,Sealed,Wet,Night,Collision with Vehicle,Driver Rider,Give Way Sign,No
